,,1,2,3,4,5,6,7,8,9,,,,1,2,3,4,5,6,7,8,9,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,,,,1,2,3,4,,,,1,2,3,,,,1,2,3,4,5,6,,,,1,2,3,4,5,6,7,8,9,10,,,,1,2,3,4,5,6,7,8,9,10,11,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11
,Hieracium sabaudum L.,.,.,1,.,.,.,.,.,.,,,Potentilla rupestris L.,.,.,1,.,.,.,.,.,.,,,Aristolochia paucinervis Pomel,.,.,.,.,.,.,.,.,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosa squarrosa (A. Rau) Boreau,.,.,.,.,.,.,.,+,.,.,.,,a,Quercus rotundifolia Lam. [sub],.,.,.,.,.,1,.,(+),.,.,.,.,,,Pyrus bourgeana,.,.,.,.,.,.,.,1,.,.,.
,Potentilla rupestris L.,.,.,1,.,.,.,.,.,.,,,Hieracium sabaudum L.,.,.,1,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicia sepium L.,.,.,.,.,.,.,.,.,+,.,.,,A,Quercus rotundifolia Lam. [sub],+,.,1,3,.,.,(+),.,1,2,(+),.,,,Rumex scutatus L. subsp. induratus (Boiss. & Reut.) Nyman [sub],.,.,.,.,.,.,.,+,.,.,.
,Helictochloa marginata (Lowe) Romero Zarco [sub],.,.,+,.,.,.,.,.,.,,,Bupleurum falcatum L.,.,.,1,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monteiro-Henriques, T. 2010 Landscape and phytosociology of the Paiva river's hidrographical basin. Universidade técnica de Lisboa, Instituto superior de agronomia. Tesis doctoral T.042",,,,,,,,,,,,,,,,,,,,,,Trifolium ochroleucon Huds.,.,.,.,.,.,.,.,.,.,.,+,,A,Quercus pyrenaica Willd.,3,5,3,5,5,5,5,5,5,4,4,4,,,Silene vulgaris (Moench) Garcke,.,.,.,.,.,.,.,1,.,.,.
,Allium masaessylum,.,.,1,.,.,.,.,.,.,,,Knautia arvensis (L.) Coulter,.,.,1,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paeonia broteri Boiss. & Reut. [sub],.,.,.,.,.,.,.,.,.,2,.,,A,Quercus suber L.,.,.,r,.,.,.,(+),.,(+),2,.,.,,,Asparagus acutifolius L.,.,.,.,.,.,.,.,.,+,.,.
,Trifolium ochroleucon Huds.,.,.,1,.,.,.,.,.,.,,,Galium scabrum L.,.,.,1,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juniperus oxycedrus L.,.,.,.,.,.,.,.,.,.,.,+,,a,Rhamnus alaternus L.,.,.,.,1,.,.,.,.,.,.,.,.,,,Asphodelus albus Mill. subsp. albus,.,.,.,.,.,.,.,.,1,1,.
,Tanacetum corymbosum (L.) Sch. Bip.,.,.,1,.,.,.,.,.,.,,,Arabis stenocarpa Boiss. & Reut.,.,.,+,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retama sphaerocarpa (L.) Boiss.,.,+,.,.,.,.,.,.,.,.,.,,a,Rosa canina L.,+,.,.,.,.,.,.,.,.,.,.,1,,,Bromus diandrus Roth,.,.,.,.,.,.,.,.,1,.,.
,Cota triumfetti (L.) J.Gay [sub],.,.,.,1,.,.,.,.,.,,,Cota triumfetti (L.) J.Gay [sub],.,.,.,1,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cistus populifolius L.,.,.,.,.,.,.,+,.,.,.,.,,a,Rosa pouzinii Tratt.,.,.,.,.,.,.,.,.,+,.,.,.,,,Erica australis L.,.,.,.,.,.,.,.,.,+,.,.
,Malva tournefortiana L.,.,.,.,1,.,.,.,.,.,,,Campanula rapunculus L.,.,.,.,1,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centaurea alba L. subsp. latronum (Pau) Dostál [sub],.,.,.,.,.,.,+,.,.,.,.,,a,Rubia peregrina L.,r,r,r,.,.,.,(+),.,r,r,1,r,,,"Euphorbia paniculata Desf. subsp. monchiquensis (Franco & P. Silva) Vicens, Molero & C. Blanché [sub]",.,.,.,.,.,.,.,.,1,.,.
,Orobanche rapum-genistae Thuill.,.,.,.,2,.,.,.,.,.,,,Centaurea alba L. subsp. latronum (Pau) Dostál,.,.,.,1,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,¬Hypericum linearifolium,.,.,.,.,.,.,.,+,.,.,.,,a,Rubus ulmifolius Schott,.,.,.,.,.,.,(+),.,1,.,3,4,,,Hypochaeris radicata L.,.,.,.,.,.,.,.,.,+,.,.
,Erica scoparia L.,.,.,.,1,.,.,.,.,.,,,Erica scoparia L.,.,.,.,1,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>Hypericum linariifolium Vahl [sub],.,.,.,.,.,.,.,+,.,.,.,,a,Ruscus aculeatus L.,r,.,r,.,.,.,.,(+),.,.,.,.,,,Pinus pinaster Aiton,.,.,.,.,.,.,.,.,+,.,.
,Centaurea alba L. subsp. latronum (Pau) Dostál,.,.,.,1,.,.,.,.,.,,,Orobanche rapum-genistae Thuill.,.,.,.,+,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potentilla rupestris L.,.,.,.,.,.,.,.,+,.,.,.,,h,Sanguisorba minor Scop.,r,.,.,.,.,.,.,.,r,.,.,.,,,Rumex acetosella L. subsp. angiocarpus (Murb.) Murb.,.,.,.,.,.,.,.,.,1,.,.
,Campanula rapunculus L.,.,.,.,1,.,.,.,.,.,,,Malva tournefortiana L.,.,.,.,1,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erophaca baetica (L.) Boiss. [sub],.,.,.,.,.,.,.,.,.,1,.,,h,Scrophularia scorodonia L.,.,.,.,.,.,.,2,.,r,.,.,.,,,Simethis mattiazzii (Vand.) G. López & Ch.E. Jarvis [sub],.,.,.,.,.,.,.,.,1,.,.
,Geum sylvaticum Pourr.,.,.,.,.,.,.,.,2,.,,,Geum sylvaticum Pourr.,.,.,.,.,.,.,.,+,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pimpinella villosa Schousb.,.,.,.,.,.,.,.,.,.,1,.,,h,Smyrnium perfoliatum L.,r,.,.,.,.,.,.,.,.,.,.,.,,,Teucrium scorodonia L.,.,.,.,.,.,.,.,.,+,.,.
,Thesium humifusum DC. in Lam. & DC. [sub],.,.,.,.,.,.,.,+,.,,,Polygala microphylla L.,.,.,.,.,.,.,.,1,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biscutella gr. laevigata L. [sub],.,.,.,.,.,.,.,.,.,1,.,,A,Sorbus domestica L.,1,.,.,.,.,.,.,.,.,.,.,.,,,Urginea fugax (Moris) Steinh. [sub],.,.,.,.,.,.,.,.,+,.,.
,Polygala microphylla L.,.,.,.,.,.,.,.,1,.,,,Thesium humifusum DC. in Lam. & DC. [sub],.,.,.,.,.,.,.,+,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campanula rapunculus L.,.,.,.,.,.,.,.,.,.,.,+,,A,Sorbus torminalis (L.) Crantz,.,.,.,(+),.,.,.,+,.,.,.,.,,,Adenocarpus anisochilus Boiss.,.,.,.,.,.,.,.,.,.,1,.
,Lavandula pedunculata Cav.,.,.,.,.,.,.,.,.,2,,,Lavandula pedunculata Cav.,.,.,.,.,.,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lathyrus latifolius L.,.,.,.,.,.,.,.,.,.,.,+,,a,Sorbus torminalis (L.) Crantz,+,.,1,.,.,.,.,.,.,.,.,.,,,Arisarum simorrhinum Durieu,.,.,.,.,.,.,.,.,.,+,.
,Thapsia villosa L.,1,1,1,.,.,1,1,.,1,,,Thapsia villosa L.,1,1,1,.,.,1,1,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,Stellaria media (L.) Vill.,r,.,.,.,+,.,.,.,.,.,.,.,,,Aristolochia paucinervis Pomel,.,.,.,.,.,.,.,.,.,1,.
,Holcus lanatus L.,.,.,1,1,.,.,.,.,.,,,Holcus lanatus L.,.,.,1,1,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,Tamus communis L.,r,r,r,.,.,+,.,.,.,.,.,.,,,Arum italicum Mill.,.,.,.,.,.,.,.,.,.,+,.
,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl subsp. bulbosum (Willd.) Schübl. & Martens [sub],.,1,.,2,.,.,.,.,.,,,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl subsp. bulbosum (Willd.) Schübl. & Martens [sub],.,1,.,1,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,Tamus communis L.,.,.,.,.,.,.,.,.,.,.,.,r,,,Brachypodium sylvaticum (Huds.) P. Beauv.,.,.,.,.,.,.,.,.,.,1,.
,Arenaria montana L. subsp. intricata (Ser.) Pau [sub],.,1,1,.,.,.,.,.,.,,,Arenaria montana L. subsp. intricata (Ser.) Pau [sub],.,1,1,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,Teucrium fruticans L.,.,.,.,.,.,.,.,.,r,1,.,.,,,Cynosurus echinatus L.,.,.,.,.,.,.,.,.,.,+,.
m,Antirhinum graniticum,.,.,.,1,.,1,.,.,.,,,Antirrhinum graniticum Rothm.,.,.,.,1,.,1,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,Teucrium scorodonia L.,.,.,.,.,.,.,.,.,r,.,r,.,,,Dactylis glomerata L. subsp. hispanica (Roth) Nyman,.,.,.,.,.,.,.,.,.,1,.
,Orchis mascula (L.) L.,.,.,1,.,.,.,.,.,.,,,Orchis mascula (L.) L.,.,.,1,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,Thapsia villosa L. [sub],.,.,.,.,.,.,.,.,.,.,.,r,,,Geranium lucidum L.,.,.,.,.,.,.,.,.,.,+,.
,Anthyllis vulneraria L.,.,.,1,.,.,.,.,.,.,,,Ranunculus ollissiponensis Pers.,.,.,1,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,Thapsia villosa L.,.,.,.,.,.,.,.,.,.,.,.,r,,,Linaria triornithophora (L.) Willd.,.,.,.,.,.,.,.,.,.,1,.
,Bellis sylvestris Cirillo,.,.,1,.,.,.,.,.,.,,,Bellis sylvestris Cirillo,.,.,1,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,Torilis leptophylla (L.) Rchb. fil. in Rchb.,r,.,.,.,.,.,.,.,.,.,.,r,,,Pinus pinaster Aiton,.,.,.,.,.,.,.,.,.,2,.
,Ranunculus ollissiponensis Pers.,.,.,1,.,.,.,.,.,.,,,Anthyllis vulneraria L.,.,.,1,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,Trifolium lappaceum L.,.,.,.,.,.,.,.,.,.,.,.,r,,,Polypodium cambricum L.,.,.,.,.,.,.,.,.,.,+,.
,Geranium pusillum Burm. f.,.,.,.,2,.,.,.,.,.,,,Geranium pusillum Burm. f.,.,.,.,+,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,Umbilicus rupestris (Salisb.) Dandy in Ridd. & al.,(+),.,.,+,.,.,.,.,.,.,.,.,,,Rhagadiolus edulis Gaertn.,.,.,.,.,.,.,.,.,.,+,.
,Daucus carota L.,.,.,.,+,.,.,.,.,.,,,Andryala integrifolia L.,.,.,.,1,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,Urginea fugax (Moris) Steinh. [sub],.,.,.,.,.,.,.,.,.,.,.,r,,,Clinopodium vulgare L. subsp. arundanum (Boiss.) Nyman [sub],.,.,.,.,.,.,.,.,.,+,.
,Bituminaria bituminosa (L.) C.H. Stirt. [sub],.,.,.,1,.,.,.,.,.,,,Hypericum perforatum L.,.,.,.,1,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,Viburnum tinus L.,.,.,.,.,.,.,(+),.,.,.,(+),.,,,Senecio lividus L.,.,.,.,.,.,.,.,.,.,+,.
,Dactylis glomerata L.,.,.,.,1,.,.,.,.,.,,,Dactylis glomerata L.,.,.,.,1,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,Vincetoxicum nigrum (L.) Moench,r,.,.,.,.,+,.,.,.,.,r,.,,,Vicia benghalensis L.,.,.,.,.,.,.,.,.,.,+,.
,Hypericum perforatum L.,.,.,.,1,.,.,.,.,.,,,Bituminaria bituminosa (L.) C.H. Stirt. [sub],.,.,.,1,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,Viola kitaibeliana Schult. in Roem. & Schult.,.,.,.,.,+,.,.,.,.,.,.,.,,,Vicia sativa L.,.,.,.,.,.,.,.,.,.,1,.
,Andryala integrifolia L.,.,.,.,1,.,.,.,.,.,,,Daucus carota L.,.,.,.,+,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,Vulpia myuros (L.) C.C. Gmel.,.,r,.,.,.,.,.,.,.,.,.,.,,,Viola arvensis Murray,.,.,.,.,.,.,.,.,.,+,.
,Dorycnopsis gerardi (L.) Boiss. [sub],.,.,.,.,+,.,.,.,.,,,Dorycnopsis gerardi (L.) Boiss. [sub],.,.,.,.,+,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avena sterilis L.,.,.,.,.,.,.,.,.,.,.,+
,Galium parisiense L. [sub],.,.,.,.,1,.,.,.,.,,,Galium parisiense L. [sub],.,.,.,.,1,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Briza maxima L.,.,.,.,.,.,.,.,.,.,.,+
,Cruciata glabra (L.) Ehrend.,.,.,.,.,.,.,1,.,.,,,Cruciata glabra (L.) Ehrend.,.,.,.,.,.,.,1,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varios autores 2017 Red de Información Ambiental de Andalucía (REDIAM) Junta de T.106,,,,,,,,,,,,,,,Bryonia dioica Jacq.,.,.,.,.,.,.,.,.,.,.,+
,Narcissus triandrus L. subsp. pallidulus (Graells) D.A.Webb [sub],.,.,.,.,.,.,1,.,.,,,Narcissus palidulus,.,.,.,.,.,.,1,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleostephus myconis (L.) Rchb. fil.,.,.,.,.,.,.,.,.,.,.,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fumaria officinalis L.,.,.,.,.,.,.,.,.,.,.,+
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lathyrus clymenum L.,.,.,.,.,.,.,.,.,.,.,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lathyrus latifolius L.,.,.,.,.,.,.,.,.,.,.,+
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osyris alba L.,.,.,.,.,.,.,.,.,.,.,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosa andegavensis Bastard,.,.,.,.,.,.,.,.,.,.,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rumex papillaris Boiss. & Reut.,.,.,.,.,.,.,.,.,.,.,+
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silene vulgaris (Moench) Garcke,.,.,.,.,.,.,.,.,.,.,+
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thapsia villosa L.,.,.,.,.,.,.,.,.,.,.,+
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torilis arvensis (Huds.) Link,.,.,.,.,.,.,.,.,.,.,+
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicia benghalensis L.,.,.,.,.,.,.,.,.,.,.,+
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicia lutea L.,.,.,.,.,.,.,.,.,.,.,+
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicia sativa L.,.,.,.,.,.,.,.,.,.,.,+
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
